% ARFF file produced for W4705 HW2 assignment
% Generated: 2007-10-25 05:12:49.968750

@RELATION       source_type

@ATTRIBUTE      text_length     numeric
@ATTRIBUTE      asciihigh_cnt   numeric
@ATTRIBUTE      caps_cnt        numeric
@ATTRIBUTE      BN1_cnt         numeric
@ATTRIBUTE      NWIRE1_cnt      numeric
@ATTRIBUTE      BN2_cnt         numeric
@ATTRIBUTE      NWIRE2_cnt      numeric
@ATTRIBUTE      BN3_cnt         numeric
@ATTRIBUTE      NWIRE3_cnt      numeric
@ATTRIBUTE      class           {BN, NWIRE}


@DATA
1023, 8, 21, 39, 9, 0, 0, 0, 0, BN
1326, 0, 11, 61, 12, 1, 1, 0, 0, BN
1128, 0, 12, 70, 7, 1, 0, 0, 0, BN
1052, 0, 15, 41, 4, 0, 0, 0, 0, BN
1224, 14, 24, 53, 16, 0, 0, 0, 0, BN
2388, 16, 20, 92, 20, 3, 0, 2, 0, BN
1496, 0, 20, 56, 11, 2, 0, 2, 0, BN
1040, 4, 24, 71, 6, 1, 0, 0, 0, BN
49, 0, 1, 1, 0, 0, 0, 0, 0, BN
1434, 4, 20, 42, 30, 0, 0, 0, 0, BN
1233, 30, 15, 65, 14, 1, 0, 0, 0, BN
450, 28, 17, 17, 6, 0, 0, 0, 0, BN
474, 0, 5, 19, 6, 1, 1, 0, 0, BN
62, 0, 1, 3, 0, 0, 0, 0, 0, BN
2797, 14, 26, 124, 19, 1, 0, 0, 0, NWIRE
2761, 24, 18, 127, 26, 1, 0, 0, 0, NWIRE
4122, 22, 34, 192, 42, 0, 1, 0, 0, NWIRE
5318, 124, 73, 256, 67, 3, 0, 0, 0, NWIRE
1032, 0, 22, 29, 7, 0, 0, 0, 0, NWIRE
730, 16, 11, 34, 5, 0, 1, 0, 0, NWIRE
2818, 8, 36, 106, 32, 0, 5, 0, 0, NWIRE
1233, 0, 22, 62, 7, 0, 0, 0, 0, NWIRE
1688, 26, 23, 87, 29, 0, 1, 0, 0, NWIRE
2019, 2, 37, 130, 12, 0, 2, 0, 0, NWIRE
1477, 0, 13, 77, 9, 0, 1, 0, 0, NWIRE
2161, 22, 19, 100, 18, 0, 1, 0, 0, NWIRE
1430, 20, 12, 69, 17, 0, 0, 0, 0, NWIRE
1338, 18, 17, 59, 11, 0, 2, 0, 0, NWIRE
928, 32, 17, 41, 10, 0, 0, 0, 0, NWIRE
626, 28, 26, 28, 13, 0, 0, 0, 0, NWIRE
3831, 22, 77, 177, 44, 0, 2, 0, 0, NWIRE
1223, 8, 22, 71, 7, 0, 0, 0, 0, NWIRE
913, 28, 51, 47, 7, 0, 1, 0, 0, NWIRE
4058, 22, 51, 172, 36, 0, 0, 0, 0, NWIRE
9068, 0, 0, 512, 100, 8, 14, 0, 11, NWIRE
1180, 0, 0, 92, 14, 1, 0, 0, 0, NWIRE
764, 0, 0, 50, 11, 0, 1, 0, 0, NWIRE
560, 0, 0, 28, 7, 0, 3, 0, 1, NWIRE
2521, 0, 0, 156, 29, 1, 5, 0, 3, NWIRE
1790, 0, 0, 109, 26, 2, 5, 0, 3, NWIRE
1691, 0, 0, 85, 25, 1, 2, 0, 2, NWIRE
839, 0, 0, 44, 11, 0, 0, 0, 0, NWIRE
1484, 0, 0, 86, 22, 0, 3, 2, 4, NWIRE
2097, 0, 1, 122, 26, 1, 3, 0, 0, NWIRE
838, 0, 0, 42, 11, 0, 0, 0, 0, NWIRE
1692, 0, 0, 109, 19, 2, 2, 0, 2, NWIRE
2179, 0, 0, 126, 31, 2, 2, 0, 1, NWIRE
3164, 0, 0, 183, 41, 0, 4, 0, 0, NWIRE
1210, 0, 0, 88, 9, 0, 1, 0, 0, NWIRE
1273, 0, 0, 76, 13, 0, 4, 0, 2, NWIRE
912, 0, 0, 58, 13, 0, 0, 0, 0, NWIRE
1113, 0, 0, 67, 12, 1, 0, 0, 0, NWIRE
2085, 0, 1, 118, 31, 0, 3, 0, 3, NWIRE
1710, 0, 0, 110, 13, 0, 1, 0, 1, NWIRE
1833, 0, 1, 98, 24, 1, 1, 0, 1, NWIRE
1008, 0, 0, 53, 14, 0, 1, 0, 0, NWIRE
1502, 0, 0, 85, 16, 1, 5, 0, 2, NWIRE
925, 0, 0, 78, 11, 2, 1, 0, 1, NWIRE
1148, 0, 0, 61, 17, 0, 2, 0, 1, NWIRE
1794, 0, 0, 101, 21, 0, 3, 0, 0, NWIRE
1722, 0, 0, 110, 20, 2, 9, 1, 4, NWIRE
585, 4, 17, 25, 9, 1, 0, 0, 0, BN
4089, 20, 78, 236, 36, 1, 0, 1, 0, BN
1473, 0, 48, 69, 22, 2, 0, 1, 0, BN
940, 2, 23, 38, 12, 0, 0, 0, 0, BN
4018, 22, 32, 166, 25, 2, 0, 1, 0, BN
1703, 4, 20, 73, 14, 0, 0, 0, 0, BN
2936, 18, 17, 130, 27, 0, 0, 0, 0, BN
123, 0, 1, 2, 2, 0, 0, 0, 0, BN
816, 0, 15, 46, 2, 1, 0, 0, 0, BN
1211, 0, 7, 52, 10, 2, 0, 1, 0, BN
1115, 8, 10, 36, 16, 1, 0, 0, 0, BN
844, 0, 5, 39, 10, 1, 0, 0, 0, BN
1361, 2, 19, 67, 16, 3, 0, 1, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
123, 0, 1, 2, 2, 0, 0, 0, 0, BN
197, 0, 11, 9, 4, 0, 0, 0, 0, BN
404, 4, 19, 14, 6, 0, 0, 0, 0, BN
688, 0, 8, 33, 7, 0, 0, 0, 0, BN
625, 4, 5, 25, 12, 1, 0, 0, 0, BN
859, 10, 7, 45, 4, 0, 1, 0, 0, BN
387, 0, 5, 11, 5, 0, 0, 0, 0, BN
256, 0, 2, 10, 0, 0, 0, 0, 0, BN
274, 0, 4, 17, 1, 0, 0, 0, 0, BN
273, 8, 1, 9, 2, 0, 0, 0, 0, BN
2002, 26, 15, 99, 14, 1, 0, 0, 0, BN
2133, 22, 54, 105, 26, 0, 1, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
6301, 0, 135, 423, 60, 2, 11, 1, 0, NWIRE
3610, 0, 62, 226, 49, 1, 2, 0, 0, NWIRE
2408, 0, 51, 108, 36, 2, 1, 3, 0, NWIRE
10098, 0, 273, 572, 112, 1, 8, 1, 0, NWIRE
20634, 0, 525, 1133, 214, 1, 11, 9, 1, NWIRE
6539, 0, 184, 421, 67, 5, 6, 0, 0, NWIRE
5182, 0, 91, 281, 48, 1, 0, 0, 0, NWIRE
380, 0, 33, 14, 4, 0, 0, 0, 0, NWIRE
3207, 0, 69, 205, 26, 1, 2, 1, 1, NWIRE
1162, 0, 0, 73, 14, 0, 2, 0, 0, NWIRE
1522, 0, 0, 84, 12, 0, 1, 0, 0, NWIRE
1218, 0, 0, 70, 14, 0, 4, 0, 1, NWIRE
970, 0, 0, 48, 6, 0, 2, 0, 1, NWIRE
2592, 0, 1, 149, 40, 0, 3, 0, 3, NWIRE
2341, 0, 3, 110, 30, 0, 2, 0, 1, NWIRE
845, 0, 0, 45, 10, 0, 0, 0, 0, NWIRE
1224, 0, 0, 74, 20, 2, 2, 0, 0, NWIRE
734, 0, 0, 41, 11, 2, 2, 0, 1, NWIRE
1227, 0, 1, 63, 11, 0, 2, 0, 2, NWIRE
1819, 0, 0, 100, 12, 0, 4, 0, 1, NWIRE
832, 0, 0, 55, 16, 0, 1, 0, 0, NWIRE
1905, 0, 0, 123, 31, 1, 2, 0, 1, NWIRE
739, 0, 0, 43, 10, 0, 1, 0, 0, NWIRE
1169, 0, 0, 81, 10, 2, 3, 0, 0, NWIRE
220, 0, 0, 6, 4, 0, 0, 0, 0, NWIRE
292, 0, 0, 14, 4, 0, 0, 0, 0, NWIRE
1001, 0, 0, 42, 18, 0, 0, 0, 1, NWIRE
367, 0, 0, 26, 2, 0, 0, 0, 0, NWIRE
1310, 0, 0, 85, 9, 1, 2, 0, 2, NWIRE
799, 0, 0, 52, 11, 1, 3, 0, 1, NWIRE
3118, 0, 0, 173, 43, 3, 9, 0, 4, NWIRE
2657, 0, 0, 128, 41, 1, 2, 0, 2, NWIRE
904, 0, 0, 59, 11, 6, 2, 0, 2, NWIRE
420, 0, 0, 27, 2, 0, 0, 0, 0, NWIRE
672, 0, 0, 32, 8, 3, 2, 0, 0, NWIRE
616, 0, 22, 25, 0, 0, 0, 0, 0, NWIRE
2725, 0, 74, 148, 29, 0, 1, 0, 0, NWIRE
1154, 0, 40, 58, 15, 0, 0, 0, 0, NWIRE
974, 0, 32, 46, 1, 1, 0, 0, 0, NWIRE
2584, 0, 67, 157, 22, 0, 1, 0, 0, NWIRE
1591, 0, 48, 79, 17, 1, 0, 0, 0, NWIRE
5011, 0, 121, 333, 52, 3, 4, 0, 0, NWIRE
2896, 0, 85, 195, 27, 0, 3, 1, 0, NWIRE
3532, 0, 70, 222, 41, 2, 3, 0, 0, NWIRE
2445, 0, 61, 148, 25, 2, 1, 0, 0, NWIRE
4171, 0, 128, 217, 67, 0, 2, 2, 0, NWIRE
2251, 0, 67, 100, 18, 0, 2, 0, 0, NWIRE
316, 0, 11, 18, 2, 0, 0, 0, 0, NWIRE
876, 0, 30, 55, 9, 0, 2, 0, 0, NWIRE
1668, 0, 51, 95, 14, 1, 2, 0, 1, NWIRE
4941, 0, 118, 259, 57, 1, 0, 1, 0, NWIRE
432, 0, 13, 25, 1, 0, 3, 0, 0, NWIRE
4941, 0, 118, 259, 57, 1, 0, 1, 0, NWIRE
4957, 0, 166, 287, 50, 4, 7, 0, 0, NWIRE
720, 0, 28, 50, 9, 0, 1, 0, 0, NWIRE
1789, 0, 47, 107, 15, 1, 2, 0, 0, NWIRE
1992, 0, 46, 94, 25, 0, 0, 0, 0, NWIRE
2271, 0, 63, 157, 16, 1, 2, 0, 0, NWIRE
1424, 0, 46, 72, 11, 0, 0, 0, 0, NWIRE
5867, 0, 174, 341, 60, 1, 3, 0, 3, NWIRE
5867, 0, 174, 341, 60, 1, 3, 0, 3, NWIRE
7223, 0, 179, 393, 115, 1, 5, 0, 0, NWIRE
17326, 0, 345, 1079, 172, 2, 10, 0, 0, NWIRE
17311, 0, 491, 955, 183, 3, 5, 1, 0, NWIRE
4369, 0, 162, 241, 39, 0, 3, 1, 0, NWIRE
1, 0, 0, 0, 0, 0, 0, 0, 0, NWIRE
2574, 32, 36, 102, 27, 0, 0, 0, 0, NWIRE
1673, 24, 27, 78, 29, 0, 1, 0, 0, NWIRE
2169, 70, 19, 102, 15, 0, 3, 0, 0, NWIRE
1616, 28, 13, 95, 14, 0, 0, 0, 0, NWIRE
2003, 28, 21, 132, 25, 5, 2, 0, 0, NWIRE
732, 16, 5, 42, 7, 1, 0, 0, 0, NWIRE
2032, 16, 22, 117, 22, 0, 0, 0, 0, NWIRE
1863, 24, 30, 107, 24, 0, 1, 0, 0, NWIRE
1277, 26, 19, 59, 16, 0, 0, 0, 0, NWIRE
1573, 38, 12, 77, 18, 0, 0, 0, 0, NWIRE
1878, 64, 26, 92, 16, 0, 0, 0, 0, NWIRE
1862, 14, 25, 124, 24, 0, 0, 0, 0, NWIRE
1604, 58, 18, 84, 22, 0, 1, 0, 0, NWIRE
1346, 16, 9, 61, 22, 0, 0, 0, 0, NWIRE
1303, 22, 17, 60, 11, 0, 0, 0, 0, NWIRE
1707, 24, 31, 91, 25, 0, 1, 0, 0, NWIRE
2418, 22, 58, 120, 30, 0, 1, 0, 0, NWIRE
1329, 14, 25, 63, 21, 0, 0, 0, 0, NWIRE
2381, 0, 33, 127, 32, 0, 2, 0, 0, NWIRE
1944, 20, 18, 96, 13, 0, 0, 0, 0, NWIRE
1329, 12, 24, 90, 15, 0, 0, 0, 0, NWIRE
1036, 8, 11, 38, 9, 0, 0, 0, 0, NWIRE
1, 0, 0, 0, 0, 0, 0, 0, 0, NWIRE
86, 0, 16, 4, 0, 1, 0, 0, 0, BN
583, 0, 28, 31, 7, 0, 0, 0, 0, BN
906, 0, 43, 55, 11, 1, 0, 2, 0, BN
1303, 0, 50, 72, 15, 0, 1, 0, 0, BN
755, 0, 31, 43, 7, 0, 0, 0, 0, BN
970, 0, 23, 65, 12, 0, 2, 0, 0, BN
841, 0, 38, 68, 2, 0, 0, 0, 0, BN
167, 0, 24, 6, 0, 1, 0, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
4328, 0, 158, 246, 35, 3, 3, 1, 0, BN
1679, 0, 39, 110, 14, 3, 2, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
6567, 0, 281, 377, 56, 3, 4, 3, 0, BN
91, 0, 10, 6, 1, 0, 0, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
6498, 0, 139, 402, 96, 2, 5, 0, 0, BN
498, 0, 27, 30, 3, 3, 0, 0, 0, BN
320, 0, 7, 20, 1, 1, 0, 0, 0, BN
918, 0, 47, 54, 4, 3, 0, 0, 0, BN
1146, 0, 45, 52, 13, 0, 2, 0, 0, BN
784, 0, 13, 52, 9, 1, 2, 0, 0, BN
337, 0, 21, 18, 4, 1, 0, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
5213, 0, 108, 332, 68, 1, 5, 1, 0, BN
5188, 0, 117, 319, 49, 5, 7, 7, 3, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
2978, 0, 78, 181, 32, 3, 3, 1, 0, BN
896, 0, 22, 51, 7, 0, 0, 0, 0, BN
1631, 0, 57, 103, 21, 2, 0, 0, 0, BN
4185, 0, 137, 259, 59, 2, 3, 0, 0, BN
889, 0, 78, 44, 12, 2, 0, 0, 0, BN
1297, 16, 27, 96, 8, 1, 0, 0, 0, NWIRE
2098, 0, 14, 80, 18, 0, 1, 0, 0, NWIRE
2264, 30, 26, 103, 34, 0, 0, 0, 0, NWIRE
1422, 10, 25, 65, 11, 0, 1, 0, 0, NWIRE
1502, 8, 22, 62, 11, 0, 0, 0, 0, NWIRE
1337, 0, 20, 60, 5, 0, 1, 0, 0, NWIRE
1374, 0, 38, 62, 16, 0, 1, 0, 0, NWIRE
1342, 86, 25, 72, 9, 0, 0, 0, 0, NWIRE
663, 0, 18, 34, 6, 0, 0, 0, 0, NWIRE
796, 34, 17, 37, 10, 0, 0, 0, 0, NWIRE
1917, 16, 22, 78, 33, 0, 3, 0, 0, NWIRE
1437, 32, 25, 75, 19, 0, 2, 0, 0, NWIRE
1662, 8, 26, 98, 14, 0, 1, 0, 0, NWIRE
1786, 30, 18, 91, 19, 0, 2, 0, 0, NWIRE
1941, 22, 44, 115, 9, 0, 3, 0, 0, NWIRE
1230, 26, 27, 69, 14, 0, 1, 0, 0, NWIRE
3555, 80, 34, 184, 50, 0, 4, 0, 0, NWIRE
1991, 28, 18, 134, 32, 1, 0, 0, 0, NWIRE
524, 6, 22, 17, 6, 1, 0, 0, 0, NWIRE
870, 0, 8, 40, 5, 0, 0, 0, 0, NWIRE
4417, 0, 60, 269, 38, 7, 2, 2, 1, NWIRE
10555, 0, 277, 593, 91, 2, 6, 2, 0, NWIRE
4305, 0, 119, 277, 50, 2, 6, 0, 0, NWIRE
10076, 0, 169, 629, 125, 3, 7, 2, 0, NWIRE
4305, 0, 101, 223, 38, 0, 1, 2, 1, NWIRE
6597, 0, 180, 359, 62, 2, 8, 1, 0, NWIRE
6701, 0, 168, 397, 69, 5, 4, 3, 2, NWIRE
4126, 0, 122, 288, 49, 0, 3, 0, 0, NWIRE
8016, 0, 190, 438, 66, 2, 4, 1, 0, NWIRE
3889, 0, 190, 193, 38, 4, 5, 1, 0, NWIRE
3184, 0, 99, 176, 19, 2, 4, 2, 0, NWIRE
2910, 0, 82, 151, 23, 2, 3, 0, 0, NWIRE
1471, 0, 42, 72, 10, 0, 0, 0, 0, NWIRE
5075, 0, 135, 269, 53, 1, 1, 0, 1, NWIRE
1878, 0, 39, 103, 17, 1, 2, 0, 0, NWIRE
1318, 0, 37, 58, 14, 1, 2, 0, 1, NWIRE
405, 0, 18, 23, 5, 0, 0, 0, 0, NWIRE
2301, 0, 64, 154, 16, 1, 2, 0, 0, NWIRE
3025, 0, 102, 194, 25, 0, 3, 1, 0, NWIRE
3890, 0, 107, 203, 56, 1, 1, 0, 1, NWIRE
2419, 0, 58, 126, 33, 0, 2, 0, 0, NWIRE
2073, 0, 99, 109, 18, 2, 1, 1, 0, NWIRE
4030, 0, 119, 247, 45, 1, 3, 1, 0, NWIRE
397, 0, 18, 23, 5, 0, 0, 0, 0, NWIRE
2070, 0, 62, 110, 14, 1, 1, 0, 0, NWIRE
3320, 0, 98, 141, 38, 0, 1, 0, 0, NWIRE
2777, 0, 105, 191, 21, 2, 4, 0, 0, NWIRE
3733, 0, 106, 203, 28, 3, 1, 0, 1, NWIRE
3276, 0, 100, 193, 28, 0, 2, 0, 0, NWIRE
2645, 0, 96, 106, 22, 0, 2, 1, 0, NWIRE
3194, 0, 91, 182, 33, 1, 0, 0, 0, NWIRE
6636, 0, 183, 361, 62, 2, 8, 1, 0, NWIRE
5075, 0, 211, 321, 48, 1, 8, 2, 3, NWIRE
6041, 0, 158, 352, 70, 1, 5, 0, 0, NWIRE
6602, 0, 168, 431, 60, 0, 7, 1, 1, NWIRE
5177, 0, 91, 281, 48, 1, 0, 0, 0, NWIRE
7181, 0, 183, 421, 72, 5, 5, 4, 2, NWIRE
6980, 0, 156, 416, 39, 1, 4, 1, 0, NWIRE
3386, 0, 113, 179, 56, 0, 0, 0, 2, NWIRE
8949, 0, 261, 528, 65, 3, 3, 0, 2, NWIRE
264, 0, 0, 18, 5, 1, 1, 0, 0, NWIRE
666, 0, 0, 38, 10, 1, 2, 0, 0, NWIRE
298, 0, 0, 23, 5, 1, 1, 0, 0, NWIRE
257, 0, 0, 14, 4, 1, 0, 0, 0, NWIRE
1440, 0, 0, 84, 14, 2, 2, 0, 0, NWIRE
1147, 0, 0, 72, 14, 2, 1, 0, 0, NWIRE
1007, 0, 0, 63, 13, 1, 3, 0, 0, NWIRE
2136, 0, 0, 116, 21, 4, 3, 0, 1, NWIRE
1059, 0, 0, 56, 13, 2, 5, 0, 1, NWIRE
674, 0, 0, 45, 9, 0, 0, 0, 1, NWIRE
2847, 0, 0, 173, 40, 2, 5, 0, 0, NWIRE
2223, 0, 0, 169, 30, 1, 4, 0, 1, NWIRE
2141, 0, 1, 138, 28, 0, 6, 1, 1, NWIRE
2600, 0, 6, 161, 28, 1, 5, 0, 1, NWIRE
1832, 0, 0, 107, 24, 1, 0, 0, 1, NWIRE
210, 0, 0, 9, 5, 0, 2, 0, 1, NWIRE
994, 0, 0, 55, 14, 1, 2, 0, 1, NWIRE
1968, 0, 0, 118, 25, 0, 3, 0, 0, NWIRE
1666, 0, 0, 107, 22, 0, 4, 0, 1, NWIRE
3107, 0, 0, 161, 37, 4, 6, 0, 4, NWIRE
304, 0, 0, 18, 5, 1, 2, 0, 1, NWIRE
803, 0, 0, 50, 10, 1, 2, 0, 2, NWIRE
1939, 0, 0, 124, 23, 0, 1, 0, 0, NWIRE
2558, 24, 33, 105, 28, 0, 1, 0, 0, NWIRE
975, 16, 15, 50, 11, 0, 2, 0, 0, NWIRE
1756, 44, 23, 87, 18, 0, 3, 0, 0, NWIRE
2658, 30, 42, 138, 36, 0, 0, 0, 0, NWIRE
9537, 82, 80, 518, 64, 0, 1, 0, 0, NWIRE
1327, 20, 12, 80, 22, 0, 2, 0, 0, NWIRE
1992, 0, 29, 89, 19, 0, 2, 0, 0, NWIRE
1988, 30, 11, 95, 28, 0, 3, 0, 0, NWIRE
1857, 12, 21, 96, 30, 0, 1, 0, 0, NWIRE
3066, 22, 30, 149, 21, 0, 1, 0, 0, NWIRE
1361, 0, 29, 63, 17, 2, 0, 0, 0, NWIRE
1331, 24, 42, 68, 10, 0, 1, 0, 0, NWIRE
1559, 34, 22, 70, 26, 0, 3, 0, 0, NWIRE
2373, 26, 26, 102, 21, 0, 0, 0, 0, NWIRE
2826, 20, 22, 121, 18, 0, 1, 0, 0, NWIRE
2692, 16, 58, 131, 18, 1, 0, 0, 0, NWIRE
1407, 16, 25, 49, 7, 0, 1, 0, 0, NWIRE
1005, 0, 12, 42, 11, 0, 0, 0, 0, NWIRE
8326, 22, 47, 337, 61, 0, 1, 0, 0, NWIRE
2026, 8, 28, 109, 6, 0, 0, 0, 0, NWIRE
10681, 288, 177, 422, 100, 0, 0, 0, 0, NWIRE
5938, 62, 104, 256, 54, 0, 1, 0, 0, NWIRE
9807, 116, 232, 429, 81, 0, 1, 0, 0, NWIRE
2431, 66, 29, 105, 23, 0, 0, 0, 0, NWIRE
4095, 24, 89, 198, 60, 0, 3, 0, 0, NWIRE
1935, 14, 41, 100, 23, 0, 0, 0, 0, NWIRE
2639, 34, 53, 102, 23, 0, 0, 0, 0, NWIRE
738, 26, 10, 32, 11, 0, 0, 0, 0, NWIRE
916, 34, 10, 51, 10, 0, 0, 0, 0, NWIRE
557, 0, 12, 26, 4, 0, 0, 0, 0, NWIRE
840, 8, 17, 47, 7, 0, 0, 0, 0, NWIRE
2876, 20, 39, 136, 28, 0, 1, 0, 0, NWIRE
6329, 104, 50, 348, 89, 0, 0, 0, 0, NWIRE
1567, 110, 15, 78, 17, 0, 1, 0, 0, NWIRE
3547, 4, 56, 134, 44, 1, 2, 0, 0, NWIRE
6308, 150, 86, 300, 66, 1, 5, 0, 0, NWIRE
2556, 66, 24, 156, 33, 0, 2, 0, 0, NWIRE
4925, 108, 67, 261, 58, 10, 1, 0, 0, NWIRE
4544, 26, 66, 239, 65, 0, 1, 0, 0, NWIRE
5902, 42, 36, 286, 65, 1, 5, 0, 0, NWIRE
1986, 22, 33, 75, 26, 0, 0, 0, 0, NWIRE
4310, 20, 103, 212, 27, 0, 0, 0, 0, NWIRE
3949, 32, 40, 193, 38, 1, 1, 0, 0, NWIRE
3015, 2, 33, 174, 27, 0, 0, 0, 0, NWIRE
6541, 64, 47, 406, 48, 0, 2, 0, 0, NWIRE
2822, 24, 20, 164, 37, 1, 0, 0, 0, NWIRE
2875, 22, 32, 150, 22, 0, 1, 0, 0, NWIRE
1147, 4, 22, 63, 20, 0, 1, 0, 0, NWIRE
424, 8, 3, 23, 4, 0, 0, 0, 0, NWIRE
3107, 46, 25, 180, 28, 0, 1, 0, 0, NWIRE
4595, 94, 72, 274, 47, 0, 0, 0, 0, NWIRE
2854, 10, 17, 163, 45, 0, 2, 0, 0, NWIRE
2309, 56, 21, 135, 16, 0, 1, 0, 0, NWIRE
5902, 42, 36, 286, 65, 1, 5, 0, 0, NWIRE
2594, 0, 88, 157, 21, 0, 1, 0, 2, NWIRE
1761, 0, 88, 100, 17, 0, 0, 0, 0, NWIRE
6419, 0, 1443, 221, 62, 0, 8, 0, 0, NWIRE
2470, 0, 103, 137, 22, 0, 0, 0, 1, NWIRE
2660, 0, 97, 155, 18, 0, 3, 0, 0, NWIRE
3552, 0, 119, 197, 29, 0, 2, 0, 0, NWIRE
809, 0, 14, 49, 10, 0, 0, 0, 0, NWIRE
2053, 0, 52, 105, 25, 0, 0, 0, 0, NWIRE
3755, 0, 128, 207, 30, 0, 2, 0, 0, NWIRE
2254, 0, 50, 148, 17, 0, 2, 0, 0, NWIRE
2530, 0, 112, 127, 21, 1, 1, 0, 0, NWIRE
1831, 0, 51, 90, 20, 0, 2, 0, 0, NWIRE
2238, 0, 49, 149, 16, 0, 2, 0, 0, NWIRE
3090, 0, 79, 178, 30, 0, 0, 0, 0, NWIRE
4357, 0, 90, 238, 45, 0, 2, 0, 0, NWIRE
5037, 0, 150, 285, 56, 3, 0, 4, 0, NWIRE
3153, 0, 63, 150, 22, 0, 2, 0, 0, NWIRE
6408, 0, 142, 352, 60, 1, 3, 0, 0, NWIRE
55, 0, 2, 1, 2, 0, 0, 0, 0, NWIRE
462, 4, 9, 18, 12, 0, 1, 0, 0, NWIRE
2832, 0, 21, 143, 43, 0, 0, 0, 0, NWIRE
2594, 4, 31, 148, 29, 0, 0, 0, 0, NWIRE
1453, 8, 26, 70, 17, 0, 0, 0, 0, NWIRE
2214, 28, 15, 116, 26, 3, 1, 0, 0, NWIRE
445, 8, 3, 21, 4, 0, 0, 0, 0, NWIRE
1698, 20, 13, 82, 17, 0, 1, 0, 1, NWIRE
1301, 48, 17, 50, 16, 0, 0, 0, 0, NWIRE
722, 10, 13, 34, 6, 0, 1, 0, 0, NWIRE
2204, 28, 54, 83, 31, 0, 1, 0, 0, NWIRE
823, 2, 9, 23, 18, 1, 1, 1, 0, NWIRE
4142, 206, 52, 185, 56, 1, 1, 1, 0, NWIRE
1, 0, 0, 0, 0, 0, 0, 0, 0, NWIRE
1340, 4, 26, 65, 11, 0, 0, 0, 0, NWIRE
4333, 54, 58, 175, 24, 0, 0, 0, 0, NWIRE
2918, 38, 24, 123, 31, 0, 1, 0, 0, NWIRE
1736, 0, 26, 89, 11, 0, 0, 0, 0, NWIRE
2948, 32, 33, 126, 35, 0, 2, 0, 0, NWIRE
2320, 8, 28, 97, 20, 0, 1, 0, 0, NWIRE
1599, 4, 36, 84, 15, 0, 0, 0, 0, NWIRE
3180, 36, 96, 148, 37, 0, 2, 0, 0, NWIRE
1003, 18, 26, 59, 12, 0, 0, 0, 0, NWIRE
4651, 16, 25, 195, 22, 0, 1, 0, 0, NWIRE
2059, 8, 13, 83, 11, 0, 0, 0, 0, NWIRE
5114, 106, 100, 219, 46, 0, 0, 0, 0, NWIRE
1117, 16, 21, 55, 11, 0, 2, 0, 0, NWIRE
2339, 32, 76, 92, 23, 0, 10, 0, 0, NWIRE
2032, 0, 18, 97, 19, 0, 0, 0, 0, NWIRE
1669, 0, 19, 100, 11, 0, 0, 0, 0, NWIRE
1921, 0, 33, 84, 15, 0, 0, 0, 0, NWIRE
3860, 16, 56, 201, 23, 0, 0, 0, 0, NWIRE
6576, 14, 64, 378, 55, 0, 1, 0, 0, NWIRE
1968, 52, 33, 85, 29, 0, 0, 0, 0, NWIRE
1160, 0, 0, 74, 11, 1, 1, 0, 0, NWIRE
1156, 0, 0, 72, 8, 0, 0, 0, 1, NWIRE
2452, 0, 0, 144, 32, 1, 2, 0, 5, NWIRE
1297, 0, 0, 63, 12, 1, 1, 0, 1, NWIRE
1428, 0, 3, 93, 24, 0, 0, 0, 0, NWIRE
2423, 0, 0, 104, 35, 0, 2, 0, 0, NWIRE
690, 0, 0, 39, 16, 0, 0, 0, 0, NWIRE
638, 0, 0, 34, 6, 0, 1, 0, 1, NWIRE
814, 0, 3, 45, 11, 0, 0, 0, 2, NWIRE
476, 0, 0, 22, 4, 0, 2, 0, 0, NWIRE
1492, 0, 0, 72, 26, 1, 3, 0, 1, NWIRE
1841, 0, 0, 114, 18, 2, 5, 0, 2, NWIRE
3671, 0, 0, 213, 40, 0, 4, 0, 3, NWIRE
1517, 0, 2, 89, 13, 1, 1, 0, 1, NWIRE
885, 0, 0, 40, 10, 0, 0, 0, 1, NWIRE
1632, 0, 0, 101, 20, 0, 1, 0, 0, NWIRE
893, 0, 0, 54, 9, 0, 0, 0, 0, NWIRE
3452, 0, 0, 212, 63, 1, 3, 0, 1, NWIRE
739, 0, 0, 37, 8, 0, 2, 0, 0, NWIRE
1802, 0, 2, 109, 13, 1, 2, 0, 1, NWIRE
3442, 0, 0, 218, 41, 12, 2, 0, 3, NWIRE
2345, 0, 0, 159, 26, 3, 1, 0, 0, NWIRE
1004, 0, 0, 62, 19, 0, 1, 0, 0, NWIRE
2400, 0, 0, 130, 32, 1, 1, 0, 0, NWIRE
788, 0, 0, 38, 7, 0, 3, 0, 0, NWIRE
3684, 0, 0, 215, 43, 0, 4, 0, 0, NWIRE
633, 0, 0, 36, 6, 1, 2, 0, 2, NWIRE
2203, 0, 0, 109, 30, 3, 1, 0, 0, NWIRE
